protocol,transfer_rate,avg_pkt_size,host_ratio,host_num,diff_port_num,diff_sport_num,opp_ratio,label
udp,1348.8,94,1.0,1,1,1,0.0,udpflood
tcp,10.13,2391,1.0,1,3,1,0.87,normal
icmp,265.51,1513,0.2,1,1,1,1.0,pingofdeath
icmp,155.02,1296,0.5,1,1,1,1.0,pingofdeath
udp,15276.43,62,0.5,1,1,1,0.0,udpflood
icmp,0.37,78,0.88,19,1,1,1.0,ipsweep
tcp,0.1,74,0.5,1,386,2,1.0,portscan
icmp,22376.99,42,1.0,1,1,1,1.0,icmpflood
tcp,0.13,54,0.33,1,128,128,1.0,tcpsynflood
tcp,240.98,9066,0.25,1,2,2,0.92,normal
icmp,0.59,98,0.88,7,1,1,1.0,ipsweep
icmp,287.21,98,1.0,1,1,1,0.97,icmpflood
tcp,0.23,74,0.17,1,512,2,1.0,portscan
icmp,41.1,1480,0.25,1,1,1,1.0,pingofdeath
udp,8671.67,42,0.33,1,1,1,0.0,udpflood
tcp,0.15,54,1.0,1,192,192,1.0,tcpsynflood
icmp,0.15,98,0.2,1,1,1,1.0,normal
udp,15788.6,62,0.5,1,1,1,0.0,udpflood
tcp,0.59,54,0.25,1,123,123,1.0,tcpsynflood
icmp,0.76,98,0.88,14,1,1,1.0,ipsweep
icmp,0.79,98,0.8,8,1,1,1.0,ipsweep
tcp,0.13,54,0.5,1,471,471,1.0,tcpsynflood
udp,0.26,42,0.25,1,163,3,0.0,portscan
icmp,0.53,98,0.89,15,1,1,1.0,ipsweep
udp,779.38,42,0.33,1,1,1,0.0,udpflood
udp,0.0,42,0.5,1,75,6,0.0,portscan
tcp,0.25,54,1.0,1,61,61,1.0,tcpsynflood
tcp,0.59,74,0.33,1,321,1,0.5,portscan
icmp,8650.62,42,0.25,1,1,1,1.0,icmpflood
tcp,0.74,465,0.33,1,2,1,0.88,normal
udp,13822.1,62,0.25,1,1,1,0.0,udpflood
icmp,880.81,82,0.67,2,1,1,1.0,icmpflood
tcp,0.55,74,0.25,1,411,2,1.0,portscan
tcp,0.65,54,1.0,1,491,491,1.0,tcpsynflood
icmp,799.17,98,0.5,1,1,1,1.0,icmpflood
tcp,0.81,134,0.17,1,169,2,1.0,portscan
tcp,0.38,54,1.0,1,310,310,1.0,tcpsynflood
icmp,951.0,52,0.25,1,1,1,1.0,icmpflood
icmp,725.77,106,0.33,1,1,1,1.0,icmpflood
icmp,16.36,1451,0.33,1,1,1,1.0,pingofdeath
tcp,0.87,54,1.0,1,347,347,1.0,tcpsynflood
udp,0.08,191,0.33,1,55,1,1.0,normal
tcp,0.92,54,0.17,1,638,638,1.0,tcpsynflood
icmp,0.18,98,1.0,17,1,1,0.8,ipsweep
tcp,0.21,58,0.2,1,142,1,1.0,portscan
tcp,2.57,473,0.33,1,1,1,1.0,normal
icmp,203.94,1468,0.33,1,1,1,0.96,pingofdeath
udp,0.56,42,0.25,1,175,6,0.0,portscan
udp,0.09,42,0.5,1,87,4,0.0,portscan
udp,16634.71,62,0.5,1,1,1,0.0,udpflood
icmp,128438.01,42,0.33,1,1,1,0.61,icmpflood
tcp,0.73,387,1.0,1,1,1,1.0,normal
icmp,10.51,1478,1.0,1,1,1,1.0,pingofdeath
icmp,0.94,98,1.0,2,1,1,1.0,normal
tcp,0.83,54,0.25,1,329,329,1.0,tcpsynflood
icmp,8433.91,42,0.5,1,1,1,1.0,icmpflood
tcp,0.66,54,0.33,1,2,1,1.0,normal
tcp,0.91,54,0.33,1,117,117,1.0,tcpsynflood
tcp,0.23,54,0.5,1,423,423,1.0,tcpsynflood
icmp,29.05,1272,0.25,1,1,1,1.0,pingofdeath
tcp,0.27,54,1.0,1,107,107,1.0,tcpsynflood
udp,0.17,133,1.0,1,25,1,1.0,normal
icmp,666.63,98,1.0,1,1,1,1.0,icmpflood
icmp,155.43,1513,0.12,1,1,1,0.98,pingofdeath
icmp,2.38,98,0.82,9,1,1,1.0,ipsweep
tcp,0.13,74,0.33,1,130,1,1.0,portscan
udp,1261.64,116,1.0,1,1,1,0.0,udpflood
icmp,0.28,98,0.92,12,1,1,1.0,ipsweep
icmp,0.95,98,1.0,9,1,1,1.0,ipsweep
icmp,0.74,98,1.0,13,1,1,1.0,ipsweep
icmp,0.78,78,0.94,20,1,1,1.0,ipsweep
tcp,0.22,54,0.5,1,1168,1168,0.5,tcpsynflood
icmp,73.79,98,1.0,1,1,1,1.0,icmpflood
icmp,18318.1,106,0.25,1,1,1,1.0,icmpflood
tcp,0.18,54,0.33,1,197,197,1.0,tcpsynflood
icmp,0.17,98,0.85,10,1,1,1.0,ipsweep
icmp,1.11,98,0.89,8,1,1,1.0,ipsweep
icmp,154.68,1310,0.14,1,1,1,1.0,pingofdeath
tcp,0.12,54,0.5,1,374,374,1.0,tcpsynflood
tcp,0.83,54,0.25,1,94,94,1.0,tcpsynflood
icmp,0.25,98,0.8,8,1,1,1.0,ipsweep
icmp,0.58,75,0.89,22,1,1,1.0,ipsweep
tcp,0.23,54,0.5,1,192,192,1.0,tcpsynflood
udp,0.07,322,0.25,1,55,1,1.0,normal
udp,0.05,42,0.5,1,108,2,0.0,portscan
icmp,0.73,98,1.0,12,1,1,1.0,ipsweep
tcp,0.56,166,1.0,1,3,1,0.56,normal
icmp,39.98,1481,0.25,1,1,1,1.0,pingofdeath
icmp,903.14,82,0.67,2,1,1,1.0,icmpflood
icmp,3.0,78,0.94,16,1,1,1.0,ipsweep
udp,0.1,42,0.5,1,85,8,0.0,portscan
icmp,50.53,1389,1.0,1,1,1,1.0,pingofdeath
tcp,1.12,579,0.25,1,3,1,1.0,normal
udp,770.83,62,0.5,1,1,1,0.0,udpflood
icmp,76.77,1456,0.25,1,1,1,1.0,pingofdeath
tcp,0.35,54,1.0,1,584,584,1.0,tcpsynflood
tcp,0.19,54,1.0,1,158,158,1.0,tcpsynflood
icmp,1.06,64,0.7,7,1,1,1.0,ipsweep
icmp,0.62,98,0.75,20,1,1,1.0,ipsweep
tcp,0.95,54,1.0,1,1088,1088,1.0,tcpsynflood
tcp,0.24,54,1.0,1,76,76,1.0,tcpsynflood
icmp,87.36,1406,0.25,1,1,1,1.0,pingofdeath
icmp,137.12,1335,1.0,1,1,1,0.99,pingofdeath
udp,0.05,145,1.0,1,28,1,1.0,normal
icmp,72.37,1288,1.0,1,1,1,1.0,pingofdeath
tcp,0.4,74,0.25,1,541,2,1.0,portscan
udp,0.05,42,0.33,1,101,3,0.0,portscan
tcp,12.45,3507,1.0,1,2,1,0.74,normal
icmp,164.5,1453,0.33,1,1,1,0.99,pingofdeath
icmp,1.75,98,0.9,15,1,1,1.0,ipsweep
icmp,29.12,42,1.0,1,1,1,0.92,icmpflood
icmp,0.29,52,0.83,19,1,1,1.0,ipsweep
tcp,0.52,368,0.33,1,3,1,1.0,normal
tcp,0.62,66,1.0,1,1,1,1.0,normal
icmp,28.31,1502,1.0,1,1,1,1.0,pingofdeath
udp,0.09,42,0.5,1,85,1,0.0,portscan
icmp,0.52,98,0.88,14,1,1,1.0,ipsweep
tcp,0.68,54,1.0,1,333,333,1.0,tcpsynflood
icmp,113.58,1445,0.17,1,1,1,1.0,pingofdeath
udp,1.0,42,0.2,1,652,2,0.0,portscan
tcp,0.25,54,0.33,1,184,184,1.0,tcpsynflood
icmp,17.58,1509,0.14,1,1,1,1.0,pingofdeath
icmp,0.33,98,0.33,2,1,1,1.0,normal
udp,41.36,1353,0.1,1,1,1,0.28,normal
icmp,60288.99,42,0.25,1,1,1,0.45,icmpflood
icmp,0.82,98,0.85,18,1,1,1.0,ipsweep
udp,0.54,42,0.5,1,211,3,0.0,portscan
tcp,0.13,74,0.5,1,2685,1,1.0,portscan
icmp,35.81,1467,0.25,1,1,1,1.0,pingofdeath
udp,0.08,346,0.33,1,55,1,1.0,normal
tcp,0.16,54,0.5,1,2,1,0.0,normal
icmp,4877.26,98,1.0,1,1,1,1.0,icmpflood
tcp,0.14,74,0.5,1,451,2,1.0,portscan
tcp,23.62,3293,1.0,1,2,1,0.72,normal
udp,1684.9,42,0.33,1,1,1,0.0,udpflood
tcp,0.27,58,0.5,1,381,2,1.0,portscan
tcp,0.07,54,0.5,1,170,170,1.0,tcpsynflood
udp,0.44,131,0.14,1,2,1,0.88,normal
udp,0.12,42,0.17,1,96,2,0.0,portscan
icmp,105177.99,42,0.17,1,1,1,0.89,icmpflood
icmp,25.11,1476,0.25,1,1,1,1.0,pingofdeath
udp,1764.2,62,1.0,1,1,1,0.0,udpflood
icmp,231.61,1498,1.0,1,1,1,1.0,pingofdeath
tcp,0.56,119,1.0,1,900,900,1.0,tcpsynflood
tcp,0.83,54,1.0,1,204,204,1.0,tcpsynflood
tcp,17.6,5337,0.5,1,1,1,0.72,normal
tcp,0.24,54,1.0,1,87,87,1.0,tcpsynflood
tcp,0.81,74,0.5,1,378,2,0.5,portscan
tcp,0.22,74,0.33,1,168,1,1.0,portscan
tcp,0.14,54,1.0,1,282,282,1.0,tcpsynflood
tcp,0.39,54,1.0,1,1,1,1.0,normal
tcp,0.2,54,0.14,1,466,466,1.0,tcpsynflood
icmp,6.45,1370,1.0,1,1,1,1.0,pingofdeath
tcp,0.72,74,0.2,1,12,1,1.0,portscan
udp,0.07,118,0.33,1,55,1,1.0,normal
tcp,1.1,1585,1.0,1,2,1,1.0,normal
tcp,0.23,74,1.0,1,320,2,1.0,portscan
icmp,0.15,98,1.0,19,1,1,1.0,ipsweep
tcp,0.24,74,0.5,1,734,2,1.0,portscan
icmp,238.52,98,0.17,1,1,1,1.0,icmpflood
icmp,3.82,1450,1.0,1,1,1,1.0,pingofdeath
tcp,12.72,2393,1.0,1,4,1,0.74,normal
icmp,372.55,98,1.0,1,1,1,0.89,icmpflood
tcp,0.71,74,0.5,1,195,1,1.0,portscan
tcp,0.23,54,0.2,1,176,176,1.0,tcpsynflood
icmp,111.32,98,0.5,1,1,1,1.0,icmpflood
icmp,25.44,42,1.0,1,1,1,0.75,icmpflood
icmp,0.66,62,0.75,9,1,1,1.0,ipsweep
icmp,0.5,98,1.0,18,1,1,1.0,ipsweep
tcp,1.03,64,0.2,1,976,976,1.0,tcpsynflood
icmp,27.11,1489,0.25,1,1,1,1.0,pingofdeath
udp,1257.58,103,1.0,1,1,1,0.0,udpflood
icmp,0.83,78,0.94,16,1,1,1.0,ipsweep
udp,1810.42,42,0.5,1,1,1,0.0,udpflood
udp,15892.65,42,1.0,1,1,1,0.0,udpflood
icmp,3574.12,98,0.25,1,1,1,1.0,icmpflood
tcp,0.17,74,1.0,1,352,1,1.0,portscan
udp,10911.91,42,0.5,1,1,1,0.0,udpflood
udp,8163.43,42,0.33,1,1,1,0.0,udpflood
icmp,1.08,98,0.9,16,1,1,1.0,ipsweep
icmp,35.13,1408,1.0,1,1,1,1.0,pingofdeath
tcp,14.74,67,0.2,1,1,1,0.83,normal
tcp,0.17,54,0.33,1,590,590,1.0,tcpsynflood
icmp,25.71,1495,0.11,1,1,1,1.0,pingofdeath
tcp,0.09,54,0.25,1,271,271,1.0,tcpsynflood
tcp,0.57,640,0.33,1,1,1,0.92,normal
udp,0.07,165,0.14,1,20,1,1.0,normal
tcp,0.86,116,1.0,1,2,1,0.69,normal
tcp,0.38,54,0.25,1,221,221,1.0,tcpsynflood
tcp,0.28,54,0.5,1,150,150,1.0,tcpsynflood
tcp,0.35,74,0.2,1,144,1,1.0,portscan
tcp,3.91,2978,1.0,1,1,1,0.73,normal
icmp,52.94,1465,0.11,1,1,1,1.0,pingofdeath
icmp,0.2,67,1.0,12,1,1,1.0,ipsweep
tcp,0.21,54,0.33,1,58,58,1.0,tcpsynflood
tcp,0.44,1692,0.33,1,1,1,0.88,normal
tcp,0.08,54,0.33,1,287,287,1.0,tcpsynflood
tcp,0.23,74,0.5,1,647,1,1.0,portscan
tcp,0.27,203,1.0,1,1,1,0.71,normal
tcp,0.63,54,0.2,1,294,294,1.0,tcpsynflood
icmp,223.98,1468,1.0,1,1,1,0.96,pingofdeath
tcp,0.37,54,1.0,1,63,63,1.0,tcpsynflood
udp,0.13,42,1.0,1,267,6,0.0,portscan
icmp,10.36,1505,0.67,2,1,1,1.0,pingofdeath
icmp,0.58,98,0.75,9,1,1,1.0,ipsweep
udp,2284.29,85,1.0,1,1,1,0.0,udpflood
icmp,177.57,1425,1.0,1,1,1,1.0,pingofdeath
udp,974.3,42,0.5,1,1,1,0.0,udpflood
icmp,28.66,42,0.5,1,1,1,1.0,icmpflood
udp,135924.82,62,0.17,1,1,1,0.0,udpflood
icmp,9.78,98,1.0,1,1,1,1.0,normal
icmp,3.33,1396,0.25,1,1,1,1.0,pingofdeath
icmp,0.24,98,0.5,2,1,1,1.0,normal
tcp,0.15,74,0.5,1,139,1,1.0,portscan
udp,17840.01,62,0.5,1,1,1,0.0,udpflood
udp,2121.77,59,0.33,1,1,1,0.0,udpflood
tcp,0.8,74,1.0,1,391,1,1.0,portscan
tcp,0.1,54,0.33,1,111,111,1.0,tcpsynflood
tcp,1.07,213,0.33,1,4,1,1.0,normal
tcp,1.22,753,0.33,1,2,1,0.95,normal
tcp,1.07,124,1.0,1,192,1,0.1,portscan
udp,9830.11,62,0.2,1,1,1,0.0,udpflood
udp,47067.62,62,0.33,1,1,1,0.0,udpflood
udp,16277.52,62,0.25,1,1,1,0.0,udpflood
udp,0.39,101,1.0,1,128,1,1.0,normal
icmp,9.51,98,1.0,1,1,1,1.0,normal
udp,0.21,191,1.0,1,131,1,1.0,normal
udp,3745.95,62,1.0,1,1,1,0.0,udpflood
icmp,5168.96,106,0.25,1,1,1,1.0,icmpflood
tcp,0.15,74,1.0,1,122,1,1.0,portscan
tcp,0.23,54,0.33,1,575,575,1.0,tcpsynflood
tcp,0.12,54,1.0,1,80,80,1.0,tcpsynflood
icmp,0.53,98,0.75,6,1,1,1.0,ipsweep
udp,0.2,42,1.0,1,96,5,0.0,portscan
icmp,10.26,98,0.33,1,1,1,1.0,normal
icmp,39.05,1511,0.5,1,1,1,1.0,pingofdeath
icmp,48.59,1374,0.33,1,1,1,0.99,pingofdeath
udp,0.18,42,0.5,1,89,6,0.0,portscan
udp,0.57,42,0.5,1,342,9,0.0,portscan
udp,810.92,42,0.33,1,1,1,0.0,udpflood
udp,142368.82,62,0.25,1,1,1,0.0,udpflood
udp,2414.44,62,0.5,1,1,1,0.0,udpflood
tcp,0.14,54,0.25,1,201,201,1.0,tcpsynflood
tcp,0.31,54,1.0,1,1,1,1.0,normal
icmp,62.09,1326,1.0,1,1,1,1.0,pingofdeath
udp,0.28,42,0.5,1,83,8,0.0,portscan
tcp,0.33,54,0.2,1,182,182,1.0,tcpsynflood
icmp,0.93,98,0.83,15,1,1,1.0,ipsweep
icmp,0.25,98,0.82,9,1,1,1.0,ipsweep
tcp,6.7,1241,1.0,1,1,1,0.57,normal
icmp,0.44,98,0.33,2,1,1,1.0,normal
icmp,0.27,98,0.8,10,1,1,1.0,ipsweep
tcp,0.21,54,0.5,1,53,53,0.75,tcpsynflood
tcp,1.97,2761,1.0,1,2,1,1.0,normal
tcp,0.31,54,1.0,1,356,356,1.0,tcpsynflood
tcp,0.83,54,0.2,1,475,475,1.0,tcpsynflood
tcp,0.09,54,0.25,1,327,327,1.0,tcpsynflood
tcp,0.83,54,1.0,1,342,342,1.0,tcpsynflood
icmp,1970.91,106,0.33,1,1,1,0.99,icmpflood
tcp,11.52,490,0.33,1,1,1,0.94,normal
udp,2101.03,102,0.33,1,1,1,0.0,udpflood
udp,0.64,235,0.5,1,22,1,1.0,normal
udp,0.08,42,0.5,1,136,6,0.0,portscan
tcp,3.04,1769,1.0,1,1,1,0.78,normal
icmp,22.74,98,1.0,1,1,1,1.0,icmpflood
tcp,9.05,410,0.2,1,1,1,0.85,normal
udp,1137.82,42,1.0,1,1,1,0.0,udpflood
tcp,0.18,54,0.5,1,253,253,1.0,tcpsynflood
icmp,208.09,1402,0.25,1,1,1,1.0,pingofdeath
tcp,0.88,714,0.33,1,1,1,0.64,normal
udp,0.06,42,0.5,1,99,1,0.0,portscan
icmp,43.13,1503,1.0,1,1,1,1.0,pingofdeath
tcp,0.33,74,0.5,1,218,1,1.0,portscan
tcp,0.12,54,0.2,1,235,235,1.0,tcpsynflood
tcp,0.86,74,1.0,1,258,1,1.0,portscan
icmp,28.24,98,1.0,1,1,1,1.0,icmpflood
tcp,0.61,74,1.0,1,137,1,1.0,portscan
icmp,1.05,98,0.92,11,1,1,1.0,ipsweep
tcp,14.19,5034,1.0,1,2,1,0.83,normal
tcp,0.88,54,0.5,1,761,761,1.0,tcpsynflood
tcp,0.3,54,0.5,1,18,18,1.0,normal
tcp,0.18,58,1.0,1,149,1,1.0,portscan
tcp,0.28,74,1.0,1,330,1,1.0,portscan
tcp,0.36,74,0.5,1,270,1,1.0,portscan
tcp,0.47,599,1.0,1,2,1,1.0,normal
udp,4513.93,62,1.0,1,1,1,0.0,udpflood
icmp,39.65,1480,0.25,1,1,1,1.0,pingofdeath
udp,0.99,42,1.0,1,589,2,0.0,portscan
icmp,0.51,75,0.89,15,1,1,1.0,ipsweep
tcp,0.38,54,1.0,1,415,415,1.0,tcpsynflood
tcp,0.07,66,0.2,1,1,1,1.0,normal
icmp,100.54,1311,0.33,1,1,1,0.99,pingofdeath
tcp,0.29,54,0.33,1,346,346,1.0,tcpsynflood
tcp,3.49,403,0.33,1,2,1,0.77,normal
icmp,120660.92,42,0.25,1,1,1,1.0,icmpflood
tcp,0.82,54,1.0,1,141,141,1.0,tcpsynflood
tcp,0.12,74,0.5,1,340,1,1.0,portscan
icmp,1114.42,98,1.0,1,1,1,0.89,icmpflood
icmp,0.84,98,0.92,10,1,1,1.0,ipsweep
udp,1595.72,42,0.5,1,1,1,0.0,udpflood
udp,0.07,130,1.0,1,125,1,1.0,normal
icmp,6637.4,42,0.2,1,1,1,0.83,icmpflood
tcp,0.17,54,0.25,1,183,183,1.0,tcpsynflood
icmp,1.05,98,1.0,1,1,1,0.93,normal
icmp,71.33,1345,0.25,1,1,1,1.0,pingofdeath
icmp,119.52,42,1.0,1,1,1,1.0,icmpflood
icmp,0.71,98,0.92,14,1,1,1.0,ipsweep
icmp,0.23,78,0.94,16,1,1,1.0,ipsweep
tcp,0.11,70,0.25,1,2,1,1.0,normal
icmp,4.33,1398,0.25,1,1,1,1.0,pingofdeath
tcp,0.18,74,0.5,1,193,1,1.0,portscan
tcp,0.17,66,1.0,1,1,1,1.0,normal
tcp,0.26,74,0.5,1,237,1,1.0,portscan
tcp,30.58,2379,1.0,1,6,1,0.86,normal
tcp,0.53,54,1.0,1,129,129,1.0,tcpsynflood
tcp,0.62,54,1.0,1,165,165,1.0,tcpsynflood
icmp,33.7,106,0.33,1,1,1,1.0,icmpflood
tcp,0.55,767,1.0,1,1,1,1.0,normal
icmp,0.82,75,0.89,16,1,1,1.0,ipsweep
icmp,0.65,75,0.89,10,1,1,1.0,ipsweep
icmp,59.51,98,0.25,1,1,1,1.0,icmpflood
udp,1407.91,42,0.33,1,1,1,0.0,udpflood
tcp,0.09,54,0.5,1,515,515,1.0,tcpsynflood
tcp,0.18,54,1.0,1,104,104,1.0,tcpsynflood
icmp,1.02,98,0.69,9,1,1,1.0,ipsweep
udp,0.48,139,1.0,1,24,1,1.0,normal
tcp,0.83,54,0.25,1,763,763,1.0,tcpsynflood
icmp,0.82,98,0.85,11,1,1,1.0,ipsweep
udp,1238.8,87,1.0,1,1,1,0.0,udpflood
udp,0.05,130,0.33,1,45,1,1.0,normal
icmp,0.69,98,0.88,19,1,1,1.0,ipsweep
icmp,0.22,98,0.67,16,1,1,1.0,ipsweep
tcp,0.25,55,1.0,1,1067,1067,1.0,tcpsynflood
tcp,0.5,409,1.0,1,1,1,1.0,normal
icmp,38.57,1511,0.5,1,1,1,1.0,pingofdeath
tcp,0.37,54,1.0,1,189,189,1.0,tcpsynflood
udp,0.14,114,1.0,1,35,1,1.0,normal
tcp,1.2,54,0.5,1,600,600,0.75,tcpsynflood
icmp,0.43,98,1.0,7,1,1,1.0,ipsweep
udp,2250.06,65,1.0,1,1,1,0.0,udpflood
tcp,0.28,54,1.0,1,150,150,1.0,tcpsynflood
icmp,0.29,98,0.92,15,1,1,1.0,ipsweep
udp,103316.5,62,0.17,1,1,1,0.0,udpflood
tcp,0.15,54,0.5,1,62,62,1.0,tcpsynflood
icmp,0.39,98,0.94,14,1,1,1.0,ipsweep
udp,816.73,60,0.33,1,1,1,0.0,udpflood
tcp,0.13,58,0.1,1,74,1,1.0,portscan
icmp,211.13,1520,1.0,1,1,1,1.0,pingofdeath
tcp,14.93,66,0.5,1,1,1,1.0,normal
tcp,1.1,119,0.14,1,190,1,1.0,portscan
udp,12913.71,52,0.25,1,1,1,0.0,udpflood
tcp,0.74,123,1.0,1,3,1,0.71,normal
icmp,589.88,98,1.0,1,1,1,1.0,icmpflood
udp,0.51,122,1.0,1,10,1,1.0,normal
icmp,264.24,1513,0.17,1,1,1,1.0,pingofdeath
udp,2125.47,62,1.0,1,1,1,0.0,udpflood
tcp,0.93,54,0.5,1,543,543,1.0,tcpsynflood
icmp,0.83,98,0.78,7,1,1,1.0,ipsweep
icmp,2183.41,76,0.33,1,1,1,0.99,icmpflood
udp,9490.59,62,0.2,1,1,1,0.0,udpflood
tcp,0.75,74,1.0,1,195,1,1.0,portscan
udp,0.21,111,1.0,1,28,1,1.0,normal
tcp,0.29,54,0.2,1,205,205,1.0,tcpsynflood
icmp,133.89,1475,1.0,1,1,1,1.0,pingofdeath
icmp,0.32,85,0.8,8,1,1,1.0,ipsweep
udp,1608.12,42,0.25,1,1,1,0.0,udpflood
icmp,862.44,75,0.25,1,1,1,1.0,icmpflood
udp,0.06,42,0.5,1,103,3,0.0,portscan
icmp,25.22,1479,0.33,1,1,1,1.0,pingofdeath
icmp,3.75,98,0.67,2,1,1,1.0,normal
udp,1053.86,97,0.2,1,1,1,0.0,udpflood
udp,0.47,42,0.5,1,93,6,0.0,portscan
icmp,4.72,98,0.5,1,1,1,1.0,normal
udp,15418.13,62,0.2,1,1,1,0.0,udpflood
icmp,0.68,98,0.86,11,1,1,1.0,ipsweep
tcp,30.67,2610,0.33,1,1,1,0.87,normal
tcp,0.28,54,0.2,1,196,196,1.0,tcpsynflood
tcp,0.22,54,0.33,1,315,315,0.28,tcpsynflood
icmp,0.35,98,0.94,12,1,1,1.0,ipsweep
icmp,688.47,98,1.0,1,1,1,1.0,icmpflood
tcp,0.19,54,0.25,1,94,94,1.0,tcpsynflood
tcp,0.51,54,0.33,1,637,637,0.33,tcpsynflood
tcp,0.15,54,1.0,1,131,131,1.0,tcpsynflood
tcp,0.25,74,1.0,1,212,1,1.0,portscan
udp,0.27,127,0.17,1,196,1,0.0,portscan
icmp,79.25,98,1.0,1,1,1,1.0,icmpflood
tcp,0.48,54,0.5,1,223,223,1.0,tcpsynflood
icmp,59.01,1473,0.33,1,1,1,1.0,pingofdeath
icmp,136.89,1505,1.0,1,1,1,1.0,pingofdeath
tcp,3.27,271,1.0,1,1,1,0.76,normal
udp,62265.29,62,0.5,1,1,1,0.0,udpflood
tcp,0.95,74,0.25,1,175,2,1.0,portscan
icmp,1.5,98,0.94,15,1,1,1.0,ipsweep
udp,9622.37,42,0.33,1,1,1,0.0,udpflood
icmp,0.48,98,0.89,16,1,1,0.67,ipsweep
udp,91090.29,62,0.5,1,1,1,0.0,udpflood
tcp,0.38,54,0.2,1,149,149,1.0,tcpsynflood
tcp,0.45,74,0.5,1,255,1,1.0,portscan
tcp,0.66,468,1.0,1,2,1,0.92,normal
udp,1149.66,62,1.0,1,1,1,0.0,udpflood
icmp,1.13,98,0.85,11,1,1,1.0,ipsweep
icmp,39.67,1481,0.14,1,1,1,1.0,pingofdeath
tcp,0.23,54,0.33,1,1,1,1.0,normal
udp,0.8,42,1.0,1,489,2,0.0,portscan
icmp,1.75,78,1.0,16,1,1,1.0,ipsweep
icmp,728.59,55,0.5,1,1,1,0.53,icmpflood
udp,9517.7,42,1.0,1,1,1,0.0,udpflood
tcp,0.29,199,1.0,1,1,1,1.0,normal
udp,1775.5,62,0.2,1,1,1,0.0,udpflood
icmp,125.01,98,0.33,1,1,1,0.21,icmpflood
udp,10164.61,62,0.33,1,1,1,0.0,udpflood
tcp,1.04,110,1.0,1,48,1,0.1,portscan
udp,0.55,87,0.5,1,205,4,0.0,portscan
tcp,1.56,627,0.33,1,2,1,1.0,normal
tcp,0.18,74,0.5,1,174,1,1.0,portscan
udp,0.1,42,0.5,1,332,4,0.0,portscan
tcp,0.39,459,0.5,1,2,1,1.0,normal
udp,0.06,42,0.5,1,112,1,0.0,portscan
tcp,0.48,74,0.5,1,597,1,1.0,portscan
icmp,11.28,98,1.0,1,1,1,1.0,normal
icmp,28.61,1271,0.25,1,1,1,1.0,pingofdeath
icmp,0.55,98,1.0,13,1,1,1.0,ipsweep
icmp,495.05,98,1.0,1,1,1,1.0,icmpflood
icmp,1.13,98,0.89,8,1,1,1.0,ipsweep
icmp,0.48,98,0.87,13,1,1,1.0,ipsweep
icmp,0.46,75,0.89,8,1,1,1.0,ipsweep
tcp,0.23,54,0.33,1,262,262,1.0,tcpsynflood
udp,2.6,840,1.0,1,1,1,1.0,normal
udp,0.12,42,0.2,1,77,1,0.0,portscan
tcp,0.93,58,0.2,1,170,2,0.1,portscan
udp,1073.4,62,0.33,1,1,1,0.0,udpflood
icmp,1056.17,98,0.33,1,1,1,0.99,icmpflood
tcp,0.39,106,1.0,1,812,812,1.0,tcpsynflood
icmp,98.44,1463,1.0,1,1,1,1.0,pingofdeath
tcp,0.71,74,0.33,1,265,1,1.0,portscan
udp,0.56,42,0.17,1,344,1,0.0,portscan
icmp,1.01,52,0.83,5,1,1,1.0,ipsweep
udp,0.07,138,1.0,1,16,1,1.0,normal
tcp,0.35,54,0.33,1,2,1,1.0,normal
udp,0.17,42,0.5,1,211,8,0.0,portscan
tcp,0.75,81,1.0,1,194,1,1.0,portscan
icmp,1917.23,106,0.5,1,1,1,0.95,icmpflood
tcp,0.6,166,0.5,1,12,1,1.0,normal
udp,0.07,107,1.0,1,34,1,1.0,normal
icmp,0.73,98,0.82,17,1,1,1.0,ipsweep
tcp,0.37,54,0.5,1,605,605,1.0,tcpsynflood
udp,1121.99,104,0.5,1,1,1,0.0,udpflood
tcp,0.2,58,0.2,1,221,1,1.0,portscan
udp,9073.14,62,0.33,1,1,1,0.0,udpflood
icmp,12.76,98,0.2,1,1,1,0.99,normal
tcp,0.2,63,1.0,1,1,1,0.75,normal
tcp,0.5,956,1.0,1,2,1,1.0,normal
icmp,108.91,1417,0.25,1,1,1,1.0,pingofdeath
udp,0.06,108,1.0,1,27,1,1.0,normal
tcp,3.75,2170,1.0,1,2,1,0.71,normal
tcp,0.19,54,1.0,1,1,1,1.0,normal
tcp,0.26,55,0.25,1,2,1,1.0,normal
icmp,87027.53,42,0.17,1,1,1,0.89,icmpflood
icmp,0.46,57,0.73,8,1,1,1.0,ipsweep
icmp,1.03,98,0.73,8,1,1,1.0,ipsweep
icmp,4812.65,42,0.12,1,1,1,0.95,icmpflood
tcp,0.82,711,0.33,1,2,1,1.0,normal
tcp,0.54,445,0.33,1,2,1,0.6,normal
icmp,4428.2,106,0.33,1,1,1,1.0,icmpflood
udp,0.05,143,1.0,1,4,1,1.0,normal
tcp,0.3,74,0.2,1,230,1,1.0,portscan
tcp,0.43,54,0.25,1,283,283,1.0,tcpsynflood
icmp,135.33,1364,0.17,1,1,1,1.0,pingofdeath
icmp,128618.95,42,0.33,1,1,1,0.51,icmpflood
tcp,0.64,74,0.2,1,118,1,1.0,portscan
icmp,35.35,1511,0.5,1,1,1,1.0,pingofdeath
tcp,0.35,74,0.25,1,91,1,1.0,portscan
