protocol,transfer_rate,avg_pkt_size,host_ratio,host_num,diff_port_num,diff_sport_num,opp_ratio,label
udp,4177.85,42,1.0,1,1,1,0.0,udpflood
tcp,0.45,97,1.0,1,1,1,0.75,normal
tcp,21.99,1990,1.0,1,7,1,0.6,normal
udp,3629.05,62,1.0,1,1,1,0.0,udpflood
tcp,0.83,54,0.5,1,319,319,1.0,tcpsynflood
icmp,1.02,98,0.75,19,1,1,1.0,ipsweep
icmp,0.46,98,0.85,11,1,1,1.0,ipsweep
tcp,0.82,149,1.0,1,53,1,1.0,portscan
icmp,159.29,1437,1.0,1,1,1,1.0,pingofdeath
tcp,0.56,238,1.0,1,1,1,1.0,normal
tcp,0.71,54,1.0,1,447,447,1.0,tcpsynflood
icmp,11.95,98,0.5,1,1,1,1.0,normal
udp,0.73,42,1.0,1,73,3,0.0,portscan
icmp,79.34,1507,1.0,1,1,1,0.99,pingofdeath
icmp,0.69,78,0.94,15,1,1,1.0,ipsweep
tcp,0.28,54,0.2,1,1077,1077,0.5,tcpsynflood
udp,0.32,42,0.25,1,1199,4,0.0,portscan
tcp,0.69,54,0.5,1,1029,1029,1.0,tcpsynflood
tcp,0.71,54,0.25,1,70,70,1.0,tcpsynflood
icmp,1040.63,98,0.33,1,1,1,0.99,icmpflood
icmp,204.97,1575,0.14,1,1,1,1.0,pingofdeath
icmp,71719.06,42,0.5,1,1,1,1.0,icmpflood
tcp,0.19,54,0.25,1,545,545,1.0,tcpsynflood
icmp,273.92,42,1.0,1,1,1,1.0,icmpflood
icmp,0.39,98,0.88,13,1,1,1.0,ipsweep
tcp,0.65,74,0.2,1,292,1,1.0,portscan
tcp,0.0,350,1.0,1,2,1,0.92,normal
udp,0.06,132,1.0,1,67,1,1.0,normal
tcp,0.43,54,0.5,1,67,67,1.0,tcpsynflood
tcp,0.87,526,0.5,1,3,1,1.0,normal
udp,4172.81,62,0.5,1,1,1,0.0,udpflood
icmp,0.91,98,1.0,22,1,1,1.0,ipsweep
tcp,0.32,74,0.5,1,885,1,1.0,portscan
udp,0.71,113,1.0,2,12,1,1.0,normal
icmp,1281.29,55,1.0,1,1,1,0.63,icmpflood
udp,0.83,42,1.0,1,432,7,0.0,portscan
tcp,0.1,74,1.0,1,300,1,1.0,portscan
tcp,0.13,54,0.33,1,1,1,1.0,normal
icmp,102.17,1402,0.25,1,1,1,1.0,pingofdeath
tcp,0.27,74,0.5,1,131,1,1.0,portscan
icmp,0.94,98,1.0,15,1,1,1.0,ipsweep
tcp,2.95,97,1.0,1,1,1,0.65,normal
tcp,2.21,792,1.0,1,2,1,1.0,normal
tcp,0.51,58,0.5,1,87,1,1.0,portscan
icmp,0.53,98,0.83,12,1,1,1.0,ipsweep
udp,0.0,112,1.0,1,46,1,1.0,normal
tcp,0.72,97,0.25,1,700,700,1.0,tcpsynflood
tcp,22.94,488,1.0,1,1,1,0.64,normal
udp,0.08,149,0.33,1,63,1,1.0,normal
icmp,14185.22,42,0.17,1,1,1,0.5,icmpflood
tcp,1.13,470,0.33,1,1,1,1.0,normal
tcp,3.73,504,0.33,1,2,1,1.0,normal
tcp,1.26,1484,1.0,1,1,1,1.0,normal
tcp,0.36,54,1.0,1,1230,1230,1.0,tcpsynflood
tcp,0.36,519,1.0,1,2,1,1.0,normal
icmp,97.39,1428,0.33,1,1,1,0.98,pingofdeath
icmp,22.2,98,0.5,1,1,1,1.0,normal
udp,1762.0,62,1.0,1,1,1,0.0,udpflood
tcp,0.25,68,1.0,1,1,1,1.0,normal
udp,1.11,42,0.5,1,598,1,0.0,portscan
icmp,107.5,1487,0.25,1,1,1,1.0,pingofdeath
tcp,26.14,54,1.0,1,1,1,1.0,normal
tcp,0.49,74,1.0,1,566,1,1.0,portscan
icmp,89033.83,42,0.5,1,1,1,1.0,icmpflood
tcp,0.75,74,0.5,1,237,1,1.0,portscan
udp,0.41,42,0.5,1,423,7,0.0,portscan
icmp,184.5,1406,0.25,1,1,1,1.0,pingofdeath
icmp,0.48,98,0.82,9,1,1,1.0,ipsweep
icmp,997.01,98,1.0,1,1,1,0.99,icmpflood
tcp,0.12,54,0.33,1,731,731,1.0,tcpsynflood
tcp,0.66,74,1.0,1,916,2,1.0,portscan
icmp,1.15,98,0.92,22,1,1,1.0,ipsweep
tcp,0.64,74,0.5,1,272,1,1.0,portscan
udp,3265.83,42,0.5,1,1,1,0.0,udpflood
udp,2476.59,62,0.2,1,1,1,0.0,udpflood
icmp,1481.16,42,0.33,1,1,1,0.83,icmpflood
tcp,0.78,74,0.2,1,1227,1,1.0,portscan
tcp,0.66,58,0.17,1,213,2,1.0,portscan
tcp,0.45,54,1.0,1,1179,1179,0.45,tcpsynflood
tcp,0.0,771,0.33,1,1,1,0.75,normal
udp,13640.04,42,0.33,1,1,1,0.0,udpflood
tcp,0.35,266,1.0,1,2,1,1.0,normal
udp,0.06,173,1.0,2,22,1,1.0,normal
icmp,0.23,98,0.4,2,1,1,1.0,normal
udp,11208.39,62,0.5,1,1,1,0.0,udpflood
udp,9409.01,62,0.17,1,1,1,0.0,udpflood
tcp,0.98,160,0.5,1,161,2,1.0,portscan
tcp,0.2,54,0.5,1,366,366,1.0,tcpsynflood
udp,9093.86,42,1.0,1,1,1,0.0,udpflood
tcp,0.12,58,0.33,1,2,1,1.0,normal
icmp,153.51,1375,0.25,1,1,1,1.0,pingofdeath
tcp,0.54,74,1.0,1,185,1,1.0,portscan
tcp,0.57,54,0.5,1,200,200,1.0,tcpsynflood
icmp,599.12,98,0.25,1,1,1,0.68,icmpflood
udp,0.0,116,1.0,1,29,1,1.0,normal
udp,2445.28,62,0.2,1,1,1,0.0,udpflood
tcp,0.91,74,1.0,1,813,1,1.0,portscan
udp,3795.78,42,0.5,1,1,1,0.0,udpflood
tcp,0.55,96,1.0,1,26,1,1.0,portscan
tcp,0.43,512,1.0,1,7,1,1.0,normal
icmp,0.47,98,1.0,21,1,1,1.0,ipsweep
tcp,0.67,438,1.0,1,1,1,1.0,normal
tcp,6.86,501,1.0,1,1,1,1.0,normal
udp,16160.82,42,0.25,1,1,1,0.0,udpflood
icmp,5302.8,106,0.33,1,1,1,1.0,icmpflood
icmp,968.67,42,0.25,1,1,1,1.0,icmpflood
icmp,147.54,1397,0.33,1,1,1,1.0,pingofdeath
tcp,0.79,54,1.0,1,1332,1332,1.0,tcpsynflood
tcp,0.78,54,1.0,1,1239,1239,1.0,tcpsynflood
tcp,0.71,444,1.0,1,1,1,1.0,normal
tcp,1.13,54,1.0,1,958,958,1.0,tcpsynflood
tcp,0.42,58,1.0,1,647,1,1.0,portscan
icmp,382.79,98,0.5,1,1,1,0.99,icmpflood
tcp,1.0,54,0.14,1,427,427,1.0,tcpsynflood
udp,0.1,96,1.0,1,46,1,1.0,normal
tcp,1.0,54,0.5,1,1296,1296,1.0,tcpsynflood
tcp,0.21,74,1.0,1,558,1,1.0,portscan
icmp,2816.78,42,0.33,1,1,1,1.0,icmpflood
udp,6547.72,42,1.0,1,1,1,0.0,udpflood
tcp,0.7,58,1.0,1,632,2,1.0,portscan
tcp,0.3,354,1.0,1,3,1,1.0,normal
udp,0.11,118,1.0,1,67,1,1.0,normal
icmp,165.28,1482,0.33,1,1,1,1.0,pingofdeath
icmp,0.56,64,0.7,13,1,1,1.0,ipsweep
icmp,1797.81,106,0.5,1,1,1,0.77,icmpflood
icmp,95.38,1450,1.0,1,1,1,1.0,pingofdeath
tcp,0.27,54,0.5,1,477,477,1.0,tcpsynflood
icmp,1348.03,42,1.0,1,1,1,1.0,icmpflood
tcp,0.47,74,1.0,1,365,2,1.0,portscan
tcp,1.11,54,1.0,1,967,967,1.0,tcpsynflood
udp,116.62,42,0.33,1,1,1,0.0,udpflood
tcp,0.26,74,1.0,1,571,1,1.0,portscan
icmp,179.38,1403,0.5,1,1,1,1.0,pingofdeath
udp,3255.21,42,1.0,1,1,1,0.0,udpflood
icmp,1.01,98,0.89,17,1,1,1.0,ipsweep
icmp,56.84,1502,1.0,1,1,1,1.0,pingofdeath
icmp,1511.86,42,0.33,1,1,1,1.0,icmpflood
icmp,0.32,57,0.73,9,1,1,1.0,ipsweep
udp,0.15,102,1.0,1,5,1,1.0,normal
icmp,4549.93,42,0.5,1,1,1,1.0,icmpflood
udp,0.32,42,1.0,1,333,3,0.0,portscan
tcp,1.01,74,1.0,1,335,1,1.0,portscan
icmp,144.09,1409,0.25,1,1,1,1.0,pingofdeath
tcp,1.13,54,1.0,1,2,1,0.5,normal
icmp,0.32,98,1.0,8,1,1,1.0,ipsweep
tcp,0.57,54,1.0,1,839,839,1.0,tcpsynflood
icmp,4184.28,42,1.0,1,1,1,0.97,icmpflood
udp,13966.58,42,1.0,1,1,1,0.0,udpflood
udp,0.2,42,0.25,1,277,4,0.0,portscan
tcp,0.4,54,0.5,1,706,706,1.0,tcpsynflood
tcp,0.24,54,1.0,1,131,131,1.0,tcpsynflood
udp,2063.21,42,1.0,1,1,1,0.0,udpflood
icmp,0.4,98,0.92,11,1,1,1.0,ipsweep
udp,2013.74,42,1.0,1,1,1,0.0,udpflood
icmp,15546.39,42,0.33,1,1,1,0.7,icmpflood
udp,367.69,62,1.0,1,1,1,0.0,udpflood
tcp,0.51,54,0.2,1,432,432,1.0,tcpsynflood
tcp,2.33,1476,1.0,1,4,1,0.96,normal
tcp,0.52,54,1.0,1,331,331,1.0,tcpsynflood
tcp,1.12,512,0.5,1,7,1,1.0,normal
icmp,0.81,98,1.0,16,1,1,0.62,ipsweep
udp,0.53,143,1.0,1,14,1,1.0,normal
tcp,0.7,54,1.0,1,423,423,1.0,tcpsynflood
icmp,0.52,67,0.93,12,1,1,1.0,ipsweep
tcp,0.64,660,1.0,1,3,1,0.83,normal
tcp,0.42,54,0.2,1,466,466,1.0,tcpsynflood
udp,1130.92,62,0.17,1,1,1,0.0,udpflood
tcp,0.4,74,1.0,1,915,1,1.0,portscan
tcp,0.32,74,1.0,1,592,2,1.0,portscan
icmp,709.0,42,0.33,1,1,1,1.0,icmpflood
tcp,0.2,54,0.5,1,809,809,1.0,tcpsynflood
tcp,0.26,58,1.0,1,144,1,1.0,portscan
icmp,53.87,1522,1.0,1,1,1,1.0,pingofdeath
udp,2985.9,42,0.17,1,1,1,0.0,udpflood
tcp,1.3,1476,0.33,1,4,1,0.96,normal
udp,15860.9,42,0.5,1,1,1,0.0,udpflood
tcp,3.65,2748,1.0,1,6,1,0.97,normal
icmp,0.27,98,1.0,12,1,1,1.0,ipsweep
tcp,0.2,63,1.0,1,1,1,1.0,normal
udp,7786.87,42,0.25,1,1,1,0.0,udpflood
tcp,5.05,1133,1.0,1,1,1,0.88,normal
tcp,0.79,2418,1.0,1,2,1,1.0,normal
udp,0.11,102,1.0,1,20,1,1.0,normal
icmp,1.05,98,0.94,20,1,1,1.0,ipsweep
udp,724.2,42,0.14,1,1,1,0.0,udpflood
tcp,0.17,74,0.25,1,525,1,1.0,portscan
udp,0.08,132,1.0,1,46,1,1.0,normal
tcp,0.44,58,0.2,1,386,1,1.0,portscan
icmp,0.95,98,0.67,4,1,1,1.0,ipsweep
icmp,61.31,1578,1.0,1,1,1,1.0,pingofdeath
tcp,0.7,58,0.5,1,813,1,1.0,portscan
icmp,0.22,64,1.0,14,1,1,1.0,ipsweep
tcp,0.76,58,1.0,1,862,2,1.0,portscan
icmp,615.21,42,1.0,1,1,1,0.35,icmpflood
udp,1.0,42,1.0,1,763,3,0.0,portscan
tcp,0.42,74,0.5,1,146,2,1.0,portscan
icmp,0.31,78,0.88,20,1,1,1.0,ipsweep
udp,0.68,42,1.0,1,277,3,0.0,portscan
udp,4488.78,62,1.0,1,1,1,0.0,udpflood
udp,0.74,42,1.0,1,1099,7,0.0,portscan
icmp,102.3,1417,0.11,1,1,1,1.0,pingofdeath
udp,0.72,42,0.5,1,819,6,0.0,portscan
icmp,8.23,98,0.4,2,1,1,1.0,normal
udp,17481.97,62,0.33,1,1,1,0.0,udpflood
udp,0.88,42,1.0,1,224,3,0.0,portscan
tcp,0.37,54,1.0,1,992,992,1.0,tcpsynflood
icmp,1096.77,42,0.25,1,1,1,1.0,icmpflood
tcp,0.88,121,1.0,1,100,1,1.0,portscan
udp,0.65,133,1.0,1,188,3,0.0,portscan
icmp,0.72,98,1.0,13,1,1,1.0,ipsweep
icmp,39.58,1478,1.0,1,1,1,1.0,pingofdeath
tcp,0.34,54,1.0,1,298,298,1.0,tcpsynflood
tcp,0.64,54,0.33,1,428,428,1.0,tcpsynflood
tcp,5.6,1911,0.33,1,2,1,0.82,normal
tcp,1.03,54,1.0,1,101,101,1.0,tcpsynflood
icmp,0.31,78,1.0,22,1,1,1.0,ipsweep
icmp,7379.72,106,1.0,1,1,1,1.0,icmpflood
icmp,4.33,1399,1.0,1,1,1,1.0,pingofdeath
udp,14998.56,42,1.0,1,1,1,0.0,udpflood
icmp,161.86,1556,0.33,1,1,1,0.99,pingofdeath
udp,0.08,118,0.33,1,67,1,1.0,normal
tcp,0.19,54,1.0,1,1064,1064,1.0,tcpsynflood
tcp,0.83,54,0.25,1,128,128,1.0,tcpsynflood
tcp,1.15,65,0.2,1,1171,1171,1.0,tcpsynflood
udp,494.69,42,1.0,1,1,1,0.0,udpflood
icmp,665.73,106,1.0,1,1,1,0.91,icmpflood
tcp,1.01,54,0.33,1,957,957,1.0,tcpsynflood
icmp,1682.89,42,0.25,1,1,1,1.0,icmpflood
icmp,139.88,1527,0.14,1,1,1,1.0,pingofdeath
tcp,0.31,54,1.0,1,914,914,1.0,tcpsynflood
icmp,0.62,54,0.73,12,1,1,1.0,ipsweep
tcp,0.67,54,0.33,1,346,346,1.0,tcpsynflood
tcp,0.23,68,1.0,1,1,1,0.5,normal
icmp,13392.65,42,1.0,1,1,1,0.52,icmpflood
icmp,0.33,98,0.88,13,1,1,1.0,ipsweep
udp,2642.57,42,1.0,1,1,1,0.0,udpflood
udp,11953.19,42,0.5,1,1,1,0.0,udpflood
udp,17686.98,62,0.2,1,1,1,0.0,udpflood
udp,0.45,160,1.0,2,11,1,1.0,normal
udp,6167.23,62,1.0,1,1,1,0.0,udpflood
tcp,0.09,58,0.5,1,105,1,1.0,portscan
tcp,2.99,576,1.0,1,2,1,0.77,normal
tcp,0.51,54,0.5,1,647,647,0.75,tcpsynflood
tcp,0.0,627,0.5,1,7,1,1.0,normal
tcp,0.48,54,0.5,1,1173,1173,1.0,tcpsynflood
icmp,632.33,98,0.25,1,1,1,1.0,icmpflood
tcp,1.18,54,0.25,1,108,108,1.0,tcpsynflood
tcp,0.9,54,0.5,1,1023,1023,1.0,tcpsynflood
udp,0.87,42,0.5,1,517,3,0.0,portscan
icmp,0.18,98,0.78,13,1,1,1.0,ipsweep
icmp,200.34,1496,1.0,1,1,1,1.0,pingofdeath
udp,1253.08,42,0.33,1,1,1,0.0,udpflood
tcp,0.91,58,0.33,1,324,1,1.0,portscan
icmp,799.68,106,1.0,1,1,1,1.0,icmpflood
icmp,644.82,42,0.25,1,1,1,1.0,icmpflood
icmp,490.31,106,1.0,1,1,1,0.98,icmpflood
tcp,0.75,54,1.0,1,501,501,1.0,tcpsynflood
icmp,1.15,98,0.5,1,1,1,0.94,normal
icmp,0.89,85,0.8,10,1,1,1.0,ipsweep
tcp,0.24,74,1.0,1,428,2,1.0,portscan
udp,0.06,186,1.0,1,23,1,1.0,normal
udp,158.44,62,0.25,1,1,1,0.0,udpflood
tcp,2.71,6356,1.0,1,12,1,1.0,normal
tcp,0.25,54,0.25,1,105,105,1.0,tcpsynflood
udp,3407.33,62,1.0,1,1,1,0.0,udpflood
tcp,0.5,54,1.0,1,205,205,1.0,tcpsynflood
tcp,2.1,403,1.0,1,1,1,1.0,normal
tcp,0.89,74,1.0,1,793,1,1.0,portscan
icmp,26.2,1547,0.5,1,1,1,1.0,pingofdeath
icmp,2132.66,106,0.25,1,1,1,1.0,icmpflood
udp,0.16,118,0.33,1,67,1,1.0,normal
udp,3109.73,62,1.0,1,1,1,0.0,udpflood
icmp,180.56,1434,0.25,1,1,1,1.0,pingofdeath
icmp,1741.55,42,0.25,1,1,1,1.0,icmpflood
udp,8953.39,42,1.0,1,1,1,0.0,udpflood
udp,4389.72,62,0.5,1,1,1,0.0,udpflood
tcp,5.2,2126,0.33,1,2,1,0.92,normal
icmp,524.35,42,1.0,1,1,1,0.51,icmpflood
icmp,2356.84,52,1.0,1,1,1,1.0,icmpflood
tcp,0.66,54,1.0,1,720,720,1.0,tcpsynflood
udp,2307.39,42,1.0,1,1,1,0.0,udpflood
tcp,0.78,74,1.0,1,445,1,1.0,portscan
tcp,0.93,54,1.0,1,673,673,1.0,tcpsynflood
udp,0.08,172,1.0,2,15,1,1.0,normal
icmp,1400.88,42,0.33,1,1,1,1.0,icmpflood
udp,0.42,42,1.0,1,130,5,0.0,portscan
tcp,0.49,54,0.5,1,473,473,1.0,tcpsynflood
tcp,0.26,68,1.0,1,1,1,0.75,normal
tcp,0.11,69,1.0,1,2,1,1.0,normal
icmp,55.27,1350,1.0,1,1,1,1.0,pingofdeath
icmp,0.69,64,0.78,10,1,1,1.0,ipsweep
tcp,0.34,54,0.5,1,493,493,1.0,tcpsynflood
tcp,0.8,817,1.0,1,2,1,0.92,normal
tcp,0.69,74,1.0,1,273,2,1.0,portscan
udp,3378.98,96,0.17,1,1,1,0.0,udpflood
icmp,0.54,78,1.0,21,1,1,1.0,ipsweep
tcp,0.61,74,1.0,1,492,1,1.0,portscan
tcp,6.75,938,1.0,1,2,1,1.0,normal
icmp,0.69,98,0.94,10,1,1,1.0,ipsweep
tcp,1.0,54,0.25,1,747,747,1.0,tcpsynflood
icmp,0.52,98,1.0,12,1,1,1.0,ipsweep
icmp,1.75,98,0.4,2,1,1,1.0,normal
udp,0.2,154,1.0,2,2,1,0.5,normal
tcp,0.22,95,1.0,1,3,1,1.0,normal
udp,0.18,42,1.0,1,270,4,0.0,portscan
udp,0.09,136,0.33,1,63,1,1.0,normal
icmp,2456.7,106,0.33,1,1,1,1.0,icmpflood
tcp,0.63,74,1.0,1,256,1,1.0,portscan
tcp,0.33,54,1.0,1,1269,1269,1.0,tcpsynflood
udp,1829.39,42,1.0,1,1,1,0.0,udpflood
tcp,0.12,54,1.0,1,2,1,0.5,normal
tcp,1.1,54,1.0,1,174,174,1.0,tcpsynflood
tcp,0.78,74,0.25,1,779,1,1.0,portscan
udp,6399.74,62,1.0,1,1,1,0.0,udpflood
tcp,0.68,74,0.5,1,276,1,1.0,portscan
icmp,1.06,98,1.0,9,1,1,1.0,ipsweep
udp,1.05,42,1.0,1,743,4,0.0,portscan
tcp,4.19,404,1.0,1,2,1,0.89,normal
tcp,5.59,920,0.5,1,3,1,0.85,normal
tcp,0.17,54,1.0,1,1281,1281,1.0,tcpsynflood
tcp,0.26,54,0.5,1,158,158,1.0,tcpsynflood
tcp,0.8,74,0.5,1,401,1,1.0,portscan
udp,3482.66,62,1.0,1,1,1,0.0,udpflood
icmp,160.01,1308,0.33,1,1,1,1.0,pingofdeath
udp,0.74,42,0.5,1,291,3,0.0,portscan
tcp,2.63,357,1.0,1,1,1,0.8,normal
udp,0.27,42,0.5,1,642,4,0.0,portscan
udp,2892.14,62,0.17,1,1,1,0.0,udpflood
udp,401.24,64,1.0,1,1,1,0.0,udpflood
icmp,2471.53,42,0.2,1,1,1,0.93,icmpflood
udp,0.44,42,0.5,1,291,4,0.0,portscan
tcp,0.1,54,1.0,1,3,1,1.0,normal
tcp,0.52,74,1.0,1,191,1,1.0,portscan
icmp,10535.33,98,1.0,1,1,1,0.99,icmpflood
icmp,135.58,1368,1.0,1,1,1,1.0,pingofdeath
tcp,0.92,74,1.0,1,132,1,1.0,portscan
udp,0.14,113,1.0,1,67,1,1.0,normal
udp,0.1,163,0.33,1,67,1,1.0,normal
icmp,433.37,98,0.33,1,1,1,0.26,icmpflood
icmp,0.44,98,0.83,7,1,1,1.0,ipsweep
tcp,13.03,3182,1.0,1,12,1,0.97,normal
udp,3638.84,124,1.0,1,1,1,0.0,udpflood
tcp,0.57,112,0.5,1,117,1,1.0,portscan
tcp,0.71,409,1.0,1,3,1,1.0,normal
udp,9788.0,62,0.5,1,1,1,0.0,udpflood
udp,3878.49,42,0.33,1,1,1,0.0,udpflood
udp,614.39,62,0.5,1,1,1,0.0,udpflood
tcp,0.86,74,0.5,1,736,2,1.0,portscan
tcp,0.49,54,0.5,1,339,339,1.0,tcpsynflood
icmp,39.07,1422,0.25,1,1,1,1.0,pingofdeath
icmp,1.0,98,0.94,15,1,1,1.0,ipsweep
icmp,406.0,42,0.25,1,1,1,1.0,icmpflood
tcp,0.45,74,1.0,1,537,2,1.0,portscan
tcp,1.04,54,0.33,1,1024,1024,1.0,tcpsynflood
udp,0.15,108,1.0,1,48,1,1.0,normal
icmp,2557.14,106,0.33,1,1,1,1.0,icmpflood
udp,0.13,113,1.0,1,67,1,1.0,normal
udp,1166.8,42,0.5,1,1,1,0.0,udpflood
icmp,1010.37,98,0.5,1,1,1,1.0,icmpflood
icmp,93.33,98,0.67,2,1,1,1.0,icmpflood
icmp,0.55,98,0.82,9,1,1,1.0,ipsweep
icmp,52.95,1535,1.0,1,1,1,1.0,pingofdeath
tcp,0.81,54,0.5,1,1135,1135,1.0,tcpsynflood
icmp,0.39,98,1.0,12,1,1,1.0,ipsweep
tcp,0.36,54,0.2,1,295,295,1.0,tcpsynflood
udp,6332.21,42,1.0,1,1,1,0.0,udpflood
icmp,63.24,1490,1.0,1,1,1,1.0,pingofdeath
udp,1474.46,42,0.33,1,1,1,0.0,udpflood
icmp,2145.91,52,1.0,1,1,1,1.0,icmpflood
icmp,0.25,98,1.0,11,1,1,1.0,ipsweep
tcp,0.4,54,1.0,1,1,1,1.0,normal
tcp,1.19,54,0.5,1,1024,1024,1.0,tcpsynflood
tcp,0.36,54,0.33,1,2,1,1.0,normal
icmp,2613.01,42,0.25,1,1,1,1.0,icmpflood
icmp,119.51,1400,1.0,1,1,1,1.0,pingofdeath
icmp,0.89,98,0.85,8,1,1,1.0,ipsweep
tcp,0.73,74,0.5,1,946,1,1.0,portscan
tcp,1.12,74,1.0,1,430,2,1.0,portscan
udp,11389.55,62,1.0,1,1,1,0.0,udpflood
icmp,1326.94,42,1.0,1,1,1,0.5,icmpflood
icmp,2249.47,42,1.0,1,1,1,1.0,icmpflood
tcp,0.66,54,0.25,1,446,446,1.0,tcpsynflood
icmp,1.03,75,1.0,10,1,1,1.0,ipsweep
icmp,0.36,98,0.5,1,1,1,1.0,normal
udp,0.08,194,0.33,1,63,1,1.0,normal
tcp,0.25,54,1.0,1,452,452,1.0,tcpsynflood
udp,0.12,194,0.33,1,67,1,1.0,normal
icmp,912.8,42,0.12,1,1,1,0.94,icmpflood
tcp,0.9,74,0.5,1,240,1,1.0,portscan
udp,0.8,42,1.0,1,151,5,0.0,portscan
udp,3447.63,69,0.5,1,1,1,0.0,udpflood
udp,0.58,42,0.5,1,373,4,0.0,portscan
udp,0.9,42,0.5,1,361,4,0.0,portscan
udp,0.52,111,1.0,1,46,1,1.0,normal
udp,3534.01,62,1.0,1,1,1,0.0,udpflood
udp,2199.51,62,1.0,1,1,1,0.0,udpflood
icmp,16159.17,72,0.25,1,1,1,0.99,icmpflood
icmp,1555.85,106,1.0,1,1,1,0.86,icmpflood
icmp,911.43,42,0.33,1,1,1,0.92,icmpflood
tcp,0.47,54,0.5,1,223,223,1.0,tcpsynflood
icmp,231.96,1509,0.33,1,1,1,0.98,pingofdeath
udp,0.15,111,1.0,1,46,1,1.0,normal
tcp,0.52,54,0.2,1,79,79,1.0,tcpsynflood
udp,8105.95,62,1.0,1,1,1,0.0,udpflood
udp,842.66,42,0.33,1,1,1,0.0,udpflood
tcp,12.75,684,1.0,1,2,1,0.94,normal
tcp,0.11,54,0.5,1,405,405,1.0,tcpsynflood
icmp,98.61,1497,0.2,1,1,1,1.0,pingofdeath
tcp,0.91,54,1.0,1,1249,1249,1.0,tcpsynflood
tcp,0.55,74,0.5,1,134,1,1.0,portscan
udp,0.05,167,1.0,1,29,1,1.0,normal
tcp,0.61,54,0.25,1,226,226,1.0,tcpsynflood
icmp,147.51,1327,1.0,1,1,1,1.0,pingofdeath
tcp,0.16,54,0.2,1,156,156,1.0,tcpsynflood
icmp,137.44,1484,0.67,2,1,1,1.0,pingofdeath
tcp,0.22,74,0.5,1,329,1,1.0,portscan
icmp,84.43,1518,0.67,2,1,1,1.0,pingofdeath
icmp,0.22,75,1.0,15,1,1,1.0,ipsweep
icmp,131.44,1506,1.0,1,1,1,1.0,pingofdeath
tcp,0.18,54,0.33,1,882,882,1.0,tcpsynflood
tcp,0.42,54,0.33,1,114,114,1.0,tcpsynflood
udp,0.87,42,0.5,1,338,4,0.0,portscan
icmp,0.47,98,0.5,1,1,1,1.0,normal
udp,6616.21,42,1.0,1,1,1,0.0,udpflood
tcp,0.6,54,0.25,1,984,984,1.0,tcpsynflood
tcp,109.03,2842,0.33,1,1,1,0.56,normal
icmp,0.44,98,0.78,19,1,1,1.0,ipsweep
tcp,0.74,58,0.33,1,322,1,1.0,portscan
tcp,0.0,797,1.0,1,1,1,0.71,normal
icmp,5399.16,106,0.33,1,1,1,1.0,icmpflood
udp,2046.03,42,0.2,1,1,1,0.0,udpflood
icmp,0.5,98,0.2,1,1,1,1.0,normal
icmp,1630.91,42,1.0,1,1,1,1.0,icmpflood
udp,0.3,154,1.0,2,2,1,0.5,normal
tcp,0.46,54,1.0,1,212,212,1.0,tcpsynflood
tcp,0.63,74,1.0,1,1158,1,1.0,portscan
icmp,0.25,98,0.8,18,1,1,1.0,ipsweep
tcp,0.71,74,0.2,1,1225,1,1.0,portscan
udp,0.44,233,1.0,1,29,1,1.0,normal
tcp,0.27,54,1.0,1,1,1,1.0,normal
udp,3242.23,109,0.17,1,1,1,0.0,udpflood
icmp,1.0,98,0.82,19,1,1,1.0,ipsweep
tcp,0.0,805,1.0,1,2,1,1.0,normal
tcp,0.22,54,1.0,1,2,1,1.0,normal
udp,3670.92,101,0.25,1,1,1,0.0,udpflood
tcp,1.91,504,0.33,1,2,1,1.0,normal
udp,7160.45,42,1.0,1,1,1,0.0,udpflood
udp,0.76,42,1.0,1,1192,6,0.0,portscan
tcp,0.26,54,0.25,1,1088,1088,1.0,tcpsynflood
udp,7930.31,62,1.0,1,1,1,0.0,udpflood
icmp,138.59,1548,0.33,1,1,1,0.98,pingofdeath
tcp,0.66,54,0.25,1,383,383,1.0,tcpsynflood
icmp,1044.37,98,0.5,1,1,1,1.0,icmpflood
tcp,2.4,96,1.0,1,1,1,0.64,normal
icmp,331.73,98,1.0,1,1,1,1.0,icmpflood
icmp,0.79,98,0.85,13,1,1,1.0,ipsweep
icmp,0.75,98,0.86,22,1,1,1.0,ipsweep
icmp,0.95,98,0.85,14,1,1,1.0,ipsweep
icmp,321.71,42,0.33,1,1,1,1.0,icmpflood
tcp,0.88,54,0.5,1,350,350,1.0,tcpsynflood
tcp,0.92,74,0.2,1,695,1,1.0,portscan
udp,3535.89,77,1.0,1,1,1,0.0,udpflood
tcp,1.0,54,1.0,1,1,1,1.0,normal
tcp,0.97,93,0.33,1,33,1,1.0,portscan
tcp,0.28,54,0.33,1,2,1,1.0,normal
udp,1.15,42,0.17,1,533,2,0.0,portscan
tcp,1.65,1049,0.33,1,1,1,0.89,normal
tcp,0.41,74,0.33,1,845,1,0.5,portscan
icmp,0.64,98,0.85,8,1,1,1.0,ipsweep
tcp,0.21,54,0.2,1,346,346,1.0,tcpsynflood
udp,2191.74,106,0.2,1,1,1,0.0,udpflood
tcp,0.35,54,0.33,1,146,146,1.0,tcpsynflood
tcp,0.29,54,0.33,1,999,999,1.0,tcpsynflood
udp,4199.83,62,0.25,1,1,1,0.0,udpflood
